ID;Datetime;Latitude;Longitude;Temperature (Cº);Wind Speed (Km/H);Humidity (%);Risk factor;Surroundings;Distance (Mts);Decisions
184;02/12/2023 06:40:00;-33.06064200000001;-71.58004599999995;17;19;41;gas recipient;grass;332;[]
185;02/12/2023 06:50:00;-33.06064200000001;-71.58504599999995;18;18;41;papers;grass;1;['Notify local collaborators', 'Contact waste collectors']
186;02/12/2023 07:00:00;-33.06064200000001;-71.59004599999994;19;15;41;grill on;grass;11;['Notify local collaborators']
187;02/12/2023 07:10:00;-33.06064200000001;-71.59504599999994;19;15;41;smoking;electric connection;135;['Notify local authorities']
188;02/12/2023 07:20:00;-33.06064200000001;-71.60004599999994;18;18;39;lighting a grill;grass;477;['Notify local authorities']
189;02/12/2023 07:30:00;-33.06064200000001;-71.60504599999993;31;21;39;suspicious presence;house;10;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
190;02/12/2023 07:40:00;-33.055642000000006;-71.60504599999993;30;82;41;suspicious presence;fuel recipient;24;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
191;02/12/2023 07:50:00;-33.055642000000006;-71.60004599999994;29;85;41;none;fuel recipient;7;['Propose monitoring flight']
192;02/12/2023 08:00:00;-33.055642000000006;-71.59504599999994;29;88;51;illegal electricity connection;ground;21;[]
193;02/12/2023 08:10:00;-33.055642000000006;-71.59004599999994;28;88;53;smoke;highway;123;['Call fire fighters', 'Notify government authorities', 'Request support to security forces', 'Notify local collaborators']
194;02/12/2023 08:20:00;-33.055642000000006;-71.58504599999995;29;91;55;grill on;highway;47;[]
195;02/12/2023 08:30:00;-33.055642000000006;-71.58004599999995;28;49;53;smoking;highway;19;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
196;02/12/2023 08:40:00;-33.055642000000006;-71.57504599999996;28;49;53;fire;electric connection;13;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
197;02/12/2023 08:50:00;-33.055642000000006;-71.57004599999996;29;49;53;suspicious presence;grass;14;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
198;02/12/2023 09:00:00;-33.055642000000006;-71.56504599999997;34;52;51;none;wood;66;['Propose monitoring flight']
199;02/12/2023 09:10:00;-33.055642000000006;-71.56004599999997;35;49;49;smoking;ground;51;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
200;02/12/2023 09:20:00;-33.050642;-71.56004599999997;34;42;51;grill on;fuel recipient;104;[]
201;02/12/2023 09:30:00;-33.050642;-71.56504599999997;33;42;49;gas recipient;house;86;['Notify local authorities', 'Notify local collaborators']
202;02/12/2023 09:40:00;-33.050642;-71.57004599999996;33;45;51;bonfire;highway;12;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
203;02/12/2023 09:50:00;-33.050642;-71.57504599999996;32;45;51;lit campfire;highway;19;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
204;02/12/2023 10:00:00;-33.050642;-71.58004599999995;32;42;28;none;tent;34;[]
205;02/12/2023 10:10:00;-33.050642;-71.58504599999995;33;108;26;wastes;road;44;['Contact waste collectors', 'Notify local collaborators']
206;02/12/2023 10:20:00;-33.050642;-71.59004599999994;34;108;28;suspicious presence;highway;771;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
207;02/12/2023 10:30:00;-33.050642;-71.59504599999994;35;111;28;smoke;fuel recipient;423;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
208;02/12/2023 10:40:00;-33.050642;-71.60004599999994;35;108;30;soldering;electric connection;46;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
209;02/12/2023 10:50:00;-33.050642;-71.60504599999993;35;111;28;grill on;street;15;['Notify local authorities', 'Notify local collaborators']
210;02/12/2023 11:00:00;-33.045642;-71.60504599999993;36;114;30;soldering;street;899;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
211;02/12/2023 11:10:00;-33.045642;-71.60004599999994;37;111;30;lighting a grill;house;159;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators', 'Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
212;02/12/2023 11:20:00;-33.045642;-71.59504599999994;38;114;32;soldering;dry grass;17;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
213;02/12/2023 11:30:00;-33.045642;-71.59004599999994;37;111;34;none;grass;21;['Propose monitoring flight']
214;02/12/2023 11:40:00;-33.045642;-71.58504599999995;36;111;36;burning waste;grass;110;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
215;02/12/2023 11:50:00;-33.045642;-71.58004599999995;36;62;34;fire;trash;201;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
216;02/12/2023 12:00:00;-33.045642;-71.57504599999996;38;62;36;none;electric connection;6;['Propose monitoring flight']
217;02/12/2023 12:10:00;-33.045642;-71.57004599999996;39;59;36;glass;electric connection;443;['Contact waste collectors']
218;02/12/2023 12:20:00;-33.045642;-71.56504599999997;38;59;36;dry grass;electric connection;96;['Notify local authorities', 'Notify local collaborators']
219;02/12/2023 12:30:00;-33.045642;-71.56004599999997;39;59;34;illegal electricity connection;street;13;['Notify power company', 'Notify local collaborators']
220;02/12/2023 12:40:00;-33.040642;-71.56004599999997;38;38;36;soldering;trees;83;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
221;02/12/2023 12:50:00;-33.040642;-71.56504599999997;38;38;38;glass;trees;149;['Contact waste collectors']
222;02/12/2023 13:00:00;-33.040642;-71.57004599999996;38;38;36;papers;house;59;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
223;02/12/2023 13:10:00;-33.040642;-71.57504599999996;39;35;36;none;trash;14;['Propose monitoring flight']
224;02/12/2023 13:20:00;-33.040642;-71.58004599999995;38;35;36;grill on;grass;65;['Notify local authorities', 'Notify local collaborators']
225;02/12/2023 13:30:00;-33.040642;-71.58504599999995;27;94;36;glass;trees;1;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
226;02/12/2023 13:40:00;-33.040642;-71.59004599999994;28;94;38;burning waste;fuel recipient;28;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
227;02/12/2023 13:50:00;-33.040642;-71.59504599999994;27;94;40;gas recipient;tent;15;['Notify local authorities', 'Notify local collaborators']
228;02/12/2023 14:00:00;-33.040642;-71.60004599999994;26;91;18;lighting a grill;fuel recipient;5;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
229;02/12/2023 14:10:00;-33.040642;-71.60504599999993;26;91;20;illegal electricity connection;road;44;['Notify power company', 'Notify local collaborators']
230;02/12/2023 14:20:00;-33.035641999999996;-71.60504599999993;25;101;18;lighting a grill;road;868;['Notify local authorities']
231;02/12/2023 14:30:00;-33.035641999999996;-71.60004599999994;25;101;18;bonfire;house;11;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
232;02/12/2023 14:40:00;-33.035641999999996;-71.59504599999994;24;104;18;grill on;street;41;['Notify local authorities', 'Notify local collaborators']
233;02/12/2023 14:50:00;-33.035641999999996;-71.59004599999994;25;107;16;bonfire;wood;109;['Call fire fighters']
234;02/12/2023 15:00:00;-33.035641999999996;-71.58504599999995;16;104;16;none;trash;229;['Propose monitoring flight']
235;02/12/2023 15:10:00;-33.035641999999996;-71.58004599999995;17;77;16;none;electric connection;144;['Propose monitoring flight']
236;02/12/2023 15:20:00;-33.035641999999996;-71.57504599999996;17;74;18;gas recipient;road;39;['Notify local collaborators']
237;02/12/2023 15:30:00;-33.035641999999996;-71.57004599999996;16;77;20;burning waste;road;22;['Request support to security forces', 'Notify government authorities', 'Notify local authorities']
238;02/12/2023 15:40:00;-33.035641999999996;-71.56504599999997;16;74;18;wood;road;52;[]
239;02/12/2023 15:50:00;-33.035641999999996;-71.56004599999997;15;74;18;glass bottle;house;30;['Notify local authorities', 'Contact waste collectors', 'Notify local collaborators']
240;02/12/2023 16:00:00;-33.03064199999999;-71.56004599999997;15;72;35;none;road;359;[]
241;02/12/2023 16:10:00;-33.03064199999999;-71.56504599999997;15;69;33;grill on;trees;40;['Notify local authorities', 'Notify local collaborators']
242;02/12/2023 16:20:00;-33.03064199999999;-71.57004599999996;14;66;35;smoke;grass;98;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
243;02/12/2023 16:30:00;-33.03064199999999;-71.57504599999996;35;63;35;smoking;fuel recipient;77;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
244;02/12/2023 16:40:00;-33.03064199999999;-71.58004599999995;34;66;33;soldering;dry grass;25;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
245;02/12/2023 16:50:00;-33.03064199999999;-71.58504599999995;35;53;33;gas recipient;tent;382;[]
246;02/12/2023 17:00:00;-33.03064199999999;-71.59004599999994;35;50;31;lit campfire;tent;28;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
247;02/12/2023 17:10:00;-33.03064199999999;-71.59504599999994;35;47;31;lighting a grill;tent;12;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
248;02/12/2023 17:20:00;-33.03064199999999;-71.60004599999994;34;44;31;none;street;99;['Propose monitoring flight']
249;02/12/2023 17:30:00;-33.03064199999999;-71.60504599999993;34;47;29;glass;house;162;['Contact waste collectors']
250;02/12/2023 17:40:00;-33.02564199999999;-71.60504599999993;35;24;31;wastes;ground;122;['Contact waste collectors']
251;02/12/2023 17:50:00;-33.02564199999999;-71.60004599999994;34;27;31;grill on;house;374;[]
252;02/12/2023 18:00:00;-33.02564199999999;-71.59504599999994;20;24;23;illegal electricity connection;electric connection;3;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
253;02/12/2023 18:10:00;-33.02564199999999;-71.59004599999994;21;24;21;burning waste;street;295;['Notify local authorities']
254;02/12/2023 18:20:00;-33.02564199999999;-71.58504599999995;21;24;19;bonfire;house;21;['Notify local authorities', 'Call fire fighters', 'Notify local collaborators']
255;02/12/2023 18:30:00;-33.02564199999999;-71.58004599999995;22;58;21;none;wood;41;['Propose monitoring flight']
256;02/12/2023 18:40:00;-33.02564199999999;-71.57504599999996;23;58;19;papers;grass;539;['Contact waste collectors']
257;02/12/2023 18:50:00;-33.02564199999999;-71.57004599999996;24;55;17;wood;ground;37;['Contact waste collectors', 'Notify local collaborators']
258;02/12/2023 19:00:00;-33.02564199999999;-71.56504599999997;25;55;17;illegal electricity connection;wood;50;['Notify local authorities', 'Notify power company', 'Notify local collaborators']
259;02/12/2023 19:10:00;-33.02564199999999;-71.56004599999997;26;52;15;smoke;dry grass;166;['Call fire fighters', 'Notify government authorities', 'Notify local authorities', 'Evacuate zone', 'Request support to security forces', 'Notify local collaborators', 'Notify local authorities', 'Notify local collaborators']
260;02/12/2023 19:20:00;-33.02064199999999;-71.56004599999997;26;64;15;lighting a grill;dry grass;101;['Request support to security forces', 'Notify government authorities', 'Notify local authorities', 'Notify local collaborators']
261;02/12/2023 19:30:00;-33.02064199999999;-71.56504599999997;38;61;17;grill on;electric connection;766;[]
262;02/12/2023 19:40:00;-33.02064199999999;-71.57004599999996;39;64;15;illegal electricity connection;tent;20;['Notify local authorities', 'Notify power company', 'Notify local authorities', 'Notify power company', 'Notify local collaborators']
263;02/12/2023 19:50:00;-33.02064199999999;-71.57504599999996;40;64;13;none;road;9;[]
